"","x"
"1067","B-PB1_1680_aligned_523_F_0_311_0"
"1068","B-PB2_589_aligned_531_F_0_336_0"
"1069","B-HA_103_aligned_539_R_0_299_0"
"1070","B-MP_360_aligned_545_F_0_293_0"
"1071","B-PA_1056_aligned_554_R_0_389_0"
"1072","B-PB1_42_aligned_564_R_0_298_0"
"1073","B-NA_27_aligned_571_R_0_174_0"
"1074","B-PB2_1405_aligned_578_R_0_273_0"
"1075","B-PB2_1581_aligned_587_R_0_271_0"
"1076","B-NP_1185_aligned_596_F_0_316_0"
"1077","B-NA_505_aligned_604_R_0_134_0"
"1078","B-PB2_1157_aligned_612_F_0_206_0"
"1079","B-MP_168_aligned_620_R_0_267_0"
"1080","B-MP_88_aligned_628_F_0_116_0"
"1081","B-PB2_1131_aligned_636_R_0_292_0"
"1082","B-NA_651_aligned_644_R_0_263_0"
"1083","B-HA_587_aligned_651_F_0_276_0"
"1084","B-PA_1649_aligned_659_R_0_337_0"
"1085","B-NP_56_aligned_667_F_0_252_0"
"1086","B-MP_127_aligned_674_F_0_208_0"
"1087","B-PA_1527_aligned_682_F_0_248_0"
"1088","B-MP_189_aligned_689_F_0_214_0"
"1089","B-PB1_522_aligned_696_F_0_308_0"
"1090","B-PA_815_aligned_703_R_0_196_0"
"1091","B-HA_1420_aligned_711_R_0_155_0"
"1092","B-PB2_0_aligned_719_R_0_366_0"
"1093","B-MP_782_aligned_726_F_0_291_0"
"1094","B-HA_778_aligned_733_F_0_266_0"
"1095","B-NA_257_aligned_741_R_0_267_0"
"1096","B-PB2_1845_aligned_748_F_0_185_0"
"1097","B-MP_734_aligned_755_R_0_192_0"
"1098","B-PB2_954_aligned_761_F_0_300_0"
"1099","B-HA_698_aligned_768_R_0_266_0"
"1100","B-MP_543_aligned_777_R_0_204_0"
"1101","B-NA_890_aligned_784_F_0_178_0"
"1102","B-PB1_64_aligned_793_F_0_300_0"
"1103","B-PA_412_aligned_802_F_0_265_0"
"1104","B-PB2_1105_aligned_810_F_0_265_0"
"1105","B-HA_809_aligned_817_R_0_194_0"
"1106","B-NP_1433_aligned_825_R_0_141_0"
"1107","B-PB2_865_aligned_831_R_0_389_0"
"1108","B-PB2_1460_aligned_839_F_0_297_0"
"1109","B-PA_1527_aligned_847_F_0_172_0"
"1110","B-HA_183_aligned_858_R_0_256_0"
"1111","B-PB1_108_aligned_865_R_0_169_0"
"1112","B-PB1_1666_aligned_871_F_0_228_0"
"1113","B-HA_453_aligned_879_R_0_184_0"
"1114","B-PB2_745_aligned_887_F_0_193_0"
"1115","B-NA_859_aligned_894_R_0_358_0"
"1116","B-HA_130_aligned_904_R_0_397_0"
"1117","B-HA_206_aligned_911_R_0_192_0"
"1118","B-PA_1806_aligned_918_F_0_280_0"
"1119","B-NP_401_aligned_925_F_0_320_0"
"1120","B-NP_1017_aligned_932_F_0_359_0"
"1121","B-NP_625_aligned_939_F_0_206_0"
"1122","B-MP_317_aligned_947_R_0_199_0"
"1123","B-PB2_1194_aligned_955_F_0_217_0"
"1124","B-HA_1068_aligned_962_F_0_114_0"
"1125","B-PB2_956_aligned_969_F_0_284_0"
"1126","B-PB2_1679_aligned_976_R_0_179_0"
"1127","B-PB2_1292_aligned_983_R_0_189_0"
"1128","B-HA_172_aligned_990_F_0_261_0"
"1129","B-PA_389_aligned_997_R_0_277_0"
"1130","B-PA_241_aligned_1004_R_0_321_0"
"1131","B-NA_170_aligned_1012_F_0_246_0"
"1132","B-HA_53_aligned_1024_R_0_259_0"
"1133","B-NA_266_aligned_1033_R_0_304_0"
"1134","B-NA_452_aligned_1041_F_0_210_0"
"1135","B-PA_491_aligned_1050_F_0_196_0"
"1136","B-MP_419_aligned_1058_F_0_396_0"
"1137","B-MP_116_aligned_1066_F_0_260_0"
"1138","B-HA_126_aligned_1075_F_0_384_0"
"1139","B-MP_721_aligned_1084_F_0_180_0"
"1140","B-PB2_1416_aligned_1093_F_0_373_0"
"1141","B-NP_448_aligned_1102_R_0_350_0"
"1142","B-HA_1182_aligned_1110_F_0_387_0"
"1143","B-NP_702_aligned_1118_R_0_240_0"
"1144","B-MP_327_aligned_1126_F_0_273_0"
"1145","B-HA_1191_aligned_1134_R_0_292_0"
"1146","B-MP_690_aligned_1143_R_0_86_0"
"1147","B-PB2_1354_aligned_1151_F_0_157_0"
"1148","B-NP_971_aligned_1158_R_0_384_0"
"1149","B-HA_434_aligned_1165_F_0_386_0"
"1150","B-PB1_1517_aligned_1173_F_0_360_0"
"1151","B-PB2_112_aligned_1182_R_0_399_0"
"1152","B-NA_473_aligned_1191_F_0_351_0"
"1153","B-PA_1834_aligned_1201_R_0_251_0"
"1154","B-PA_1062_aligned_1209_F_0_208_0"
"1155","B-NA_950_aligned_1218_R_0_406_0"
"1156","B-NP_233_aligned_1226_R_0_102_0"
"1157","B-MP_742_aligned_1234_R_0_275_0"
"1158","B-NP_1273_aligned_1242_R_0_340_0"
"1159","B-PB1_1866_aligned_1250_F_0_141_0"
"1160","B-NP_874_aligned_1258_R_0_195_0"
"1161","B-NP_555_aligned_1265_R_0_251_0"
"1162","B-HA_947_aligned_1272_R_0_197_0"
"1163","B-PA_615_aligned_1280_F_0_274_0"
"1164","B-PB1_1265_aligned_1289_F_0_337_0"
"1165","B-PB1_958_aligned_1297_R_0_358_0"
"1166","B-PB2_1178_aligned_1305_R_0_351_0"
"1167","B-MP_714_aligned_1313_R_0_171_0"
"1168","B-HA_701_aligned_1320_R_0_271_0"
"1169","B-MP_752_aligned_1328_F_0_339_0"
"1170","B-PB1_603_aligned_1336_R_0_173_0"
"1171","B-NS_160_aligned_1344_F_0_308_0"
"1172","B-HA_31_aligned_1352_R_0_161_0"
"1173","B-NP_1148_aligned_1360_R_0_135_0"
"1174","B-MP_333_aligned_1367_F_0_253_0"
"1175","B-PB1_3_aligned_1375_R_0_303_0"
"1176","B-PA_1135_aligned_1383_F_0_355_0"
"1177","B-HA_1072_aligned_1391_R_0_352_0"
"1178","B-MP_108_aligned_1399_R_0_302_0"
"1179","B-PB2_408_aligned_1407_F_0_142_0"
"1180","B-PB1_1119_aligned_1415_F_0_236_0"
"1181","B-MP_756_aligned_1423_F_0_233_0"
"1182","B-PB1_1121_aligned_1431_R_0_400_0"
"1183","B-PB1_123_aligned_1439_R_0_188_0"
"1184","B-MP_622_aligned_1447_R_0_264_0"
"1185","B-PB1_1179_aligned_1455_R_0_278_0"
"1186","B-NP_704_aligned_1463_F_0_174_0"
"1187","B-PB1_1414_aligned_1471_F_0_313_0"
"1188","B-PA_1715_aligned_1479_F_0_269_0"
"1189","B-PB2_1503_aligned_1487_F_0_336_0"
"1190","B-PB1_778_aligned_1495_R_0_185_0"
"1191","B-NA_1063_aligned_1503_R_0_249_0"
"1192","B-PA_520_aligned_1512_F_0_287_0"
"1193","B-PB1_1601_aligned_1520_F_0_348_0"
"1194","B-PB2_1064_aligned_1527_F_0_110_0"
"1195","B-NA_1089_aligned_1535_F_0_269_0"
"1196","B-PB1_1160_aligned_1543_R_0_292_0"
"1197","B-NP_101_aligned_1551_R_0_321_0"
"1198","B-MP_198_aligned_1559_R_0_383_0"
"1199","B-PA_131_aligned_1567_R_0_305_0"
"1200","B-NP_1325_aligned_1576_R_0_140_0"
"1201","B-PB2_796_aligned_1583_F_0_173_0"
"1202","B-PB2_1509_aligned_1591_R_0_130_0"
"1203","B-HA_1318_aligned_1599_R_0_192_0"
"1204","B-PA_742_aligned_1607_R_0_304_0"
"1205","B-NP_1302_aligned_1615_R_0_250_0"
"1206","B-NA_954_aligned_1623_R_0_403_0"
"1207","B-NP_1263_aligned_1631_R_0_397_0"
"1208","B-PA_1461_aligned_1640_F_0_168_0"
"1209","B-PA_1249_aligned_1647_F_0_225_0"
"1210","B-HA_1070_aligned_1655_R_0_155_0"
"1211","B-NP_303_aligned_1663_R_0_204_0"
"1212","B-PB1_251_aligned_1671_F_0_145_0"
"1213","B-NP_1303_aligned_1679_R_0_360_0"
"1214","B-PB2_1500_aligned_1688_F_0_222_0"
"1215","B-PA_1744_aligned_1696_R_0_161_0"
"1216","B-PB1_1203_aligned_1702_F_0_229_0"
"1217","B-HA_222_aligned_1712_R_0_378_0"
"1218","B-PA_1692_aligned_1721_R_0_254_0"
"1219","B-PA_1712_aligned_1729_R_0_265_0"
"1220","B-NP_1147_aligned_1734_R_0_293_0"
"1221","B-PB2_1408_aligned_1745_F_0_377_0"
"1222","B-PB1_1641_aligned_1756_F_0_182_0"
"1223","B-PB1_1949_aligned_1766_R_0_264_0"
"1224","B-NS_65_aligned_1773_R_0_400_0"
"1225","B-PB2_1556_aligned_1780_R_0_270_0"
"1226","B-HA_1075_aligned_1789_F_0_209_0"
"1227","B-NP_911_aligned_1798_F_0_156_0"
"1228","B-PB2_1268_aligned_1807_F_0_224_0"
"1229","B-PB1_1340_aligned_1814_R_0_324_0"
"1230","B-NP_540_aligned_1825_R_0_370_0"
"1231","B-PB2_1448_aligned_1838_R_0_171_0"
"1232","B-NA_1138_aligned_1844_F_0_215_0"
"1233","B-PA_64_aligned_1852_F_0_394_0"
"1234","B-PB1_771_aligned_1861_R_0_369_0"
"1235","B-PA_1460_aligned_1877_F_0_260_0"
"1236","B-PB1_1124_aligned_1879_F_0_359_0"
"1237","B-NP_1360_aligned_1887_R_0_270_0"
"1238","B-NA_779_aligned_1895_R_0_189_0"
"1239","B-HA_1011_aligned_1903_R_0_362_0"
"1240","B-PB2_1760_aligned_1910_F_0_308_0"
"1241","B-PB1_292_aligned_1917_F_0_328_0"
"1242","B-PA_1242_aligned_1928_R_0_247_0"
"1243","B-NA_225_aligned_1935_R_0_363_0"
"1244","B-PA_1349_aligned_1941_R_0_190_0"
"1245","B-PB2_468_aligned_1948_F_0_347_0"
"1246","B-MP_118_aligned_1956_F_0_317_0"
"1247","B-PB1_1039_aligned_1964_R_0_175_0"
"1248","B-NA_516_aligned_1971_R_0_310_0"
"1249","B-PB1_1011_aligned_1979_F_0_273_0"
"1250","B-PA_249_aligned_1988_R_0_381_0"
"1251","B-PB1_1943_aligned_5_F_0_237_0"
"1252","B-PB2_1732_aligned_13_F_0_297_0"
"1253","B-PA_1831_aligned_21_R_0_200_0"
"1254","B-NP_749_aligned_29_F_0_330_0"
"1255","B-PB1_1326_aligned_37_R_0_382_0"
"1256","B-PA_1768_aligned_46_R_0_396_0"
"1257","B-NS_409_aligned_54_F_0_327_0"
"1258","B-PB2_343_aligned_62_F_0_150_0"
"1259","B-PB2_908_aligned_70_R_0_255_0"
"1260","B-PB1_1590_aligned_78_R_0_181_0"
"1261","B-NP_1258_aligned_86_F_0_179_0"
"1262","B-PB2_283_aligned_94_F_0_210_0"
"1263","B-MP_668_aligned_102_F_0_266_0"
"1264","B-NA_928_aligned_110_F_0_307_0"
"1265","B-PB1_597_aligned_118_R_0_161_0"
"1266","B-NP_724_aligned_126_R_0_249_0"
"1267","B-MP_769_aligned_134_R_0_216_0"
"1268","B-PA_1397_aligned_143_R_0_208_0"
"1269","B-NS_435_aligned_151_R_0_121_0"
"1270","B-PB1_1030_aligned_159_R_0_193_0"
"1271","B-PB2_1390_aligned_166_F_0_166_0"
"1272","B-MP_48_aligned_174_F_0_404_0"
"1273","B-PA_808_aligned_182_R_0_233_0"
"1274","B-PB2_1482_aligned_191_F_0_147_0"
"1275","B-PB2_1590_aligned_198_R_0_243_0"
"1276","B-NP_297_aligned_205_R_0_262_0"
"1277","B-NS_492_aligned_213_R_0_297_0"
"1278","B-NA_833_aligned_221_F_0_265_0"
"1279","B-PA_492_aligned_230_R_0_125_0"
"1280","B-PB1_357_aligned_238_F_0_108_0"
"1281","B-PB1_943_aligned_245_F_0_250_0"
"1282","B-NA_628_aligned_253_F_0_249_0"
"1283","B-NP_407_aligned_260_R_0_395_0"
"1284","B-MP_1_aligned_268_F_0_286_0"
"1285","B-PB1_1719_aligned_277_R_0_161_0"
"1286","B-PA_757_aligned_285_F_0_313_0"
"1287","B-NS_318_aligned_293_R_0_183_0"
"1288","B-PA_1472_aligned_301_F_0_261_0"
"1289","B-PB2_681_aligned_309_R_0_346_0"
"1290","B-MP_75_aligned_319_R_0_147_0"
"1291","B-HA_994_aligned_327_F_0_246_0"
"1292","B-PB2_956_aligned_335_R_0_327_0"
"1293","B-NP_191_aligned_342_F_0_376_0"
"1294","B-PA_89_aligned_348_R_0_339_0"
"1295","B-PA_982_aligned_361_F_0_272_0"
"1296","B-PB2_841_aligned_366_F_0_378_0"
"1297","B-HA_525_aligned_376_R_0_374_0"
"1298","B-NP_93_aligned_383_F_0_120_0"
"1299","B-HA_55_aligned_391_F_0_294_0"
"1300","B-PA_777_aligned_399_F_0_261_0"
"1301","B-NS_497_aligned_406_F_0_198_0"
"1302","B-PB2_885_aligned_412_F_0_247_0"
"1303","B-NP_821_aligned_419_R_0_80_0"
"1304","B-PA_630_aligned_427_F_0_187_0"
"1305","B-PB2_1847_aligned_440_R_0_292_0"
"1306","B-NP_1229_aligned_447_F_0_334_0"
"1307","B-PA_1762_aligned_455_F_0_223_0"
"1308","B-PA_1188_aligned_462_R_0_389_0"
"1309","B-PB1_666_aligned_470_R_0_118_0"
"1310","B-PB1_1819_aligned_477_F_0_188_0"
"1311","B-PB1_1220_aligned_485_R_0_338_0"
"1312","B-PA_823_aligned_493_R_0_193_0"
"1313","B-PA_1669_aligned_500_R_0_241_0"
"1314","B-PB2_291_aligned_510_R_0_315_0"
"1315","B-NS_755_aligned_518_F_0_225_0"
"1316","B-HA_1485_aligned_530_F_0_207_0"
"1317","B-NA_159_aligned_538_R_0_257_0"
"1318","B-NP_81_aligned_544_R_0_338_0"
"1319","B-NP_672_aligned_552_R_0_354_0"
"1320","B-PB2_1368_aligned_560_R_0_151_0"
"1321","B-NP_1072_aligned_567_F_0_336_0"
"1322","B-PB2_1790_aligned_575_F_0_354_0"
"1323","B-HA_323_aligned_583_R_0_287_0"
"1324","B-PB1_1506_aligned_590_R_0_214_0"
"1325","B-PA_1019_aligned_600_F_0_258_0"
"1326","B-NA_53_aligned_606_F_0_328_0"
"1327","B-NP_374_aligned_613_F_0_302_0"
"1328","B-HA_1191_aligned_622_R_0_149_0"
"1329","B-NA_1157_aligned_630_F_0_229_0"
"1330","B-HA_448_aligned_637_F_0_239_0"
"1331","B-PB2_896_aligned_645_F_0_166_0"
"1332","B-PB1_1000_aligned_653_F_0_285_0"
"1333","B-NA_980_aligned_661_R_0_201_0"
"1334","B-PB2_1759_aligned_669_R_0_164_0"
"1335","B-NA_253_aligned_676_F_0_338_0"
"1336","B-HA_777_aligned_685_F_0_281_0"
"1337","B-PA_1004_aligned_695_F_0_240_0"
"1338","B-NP_207_aligned_701_R_0_321_0"
"1339","B-PA_254_aligned_709_R_0_341_0"
"1340","B-PB2_254_aligned_717_R_0_234_0"
"1341","B-HA_762_aligned_727_F_0_127_0"
"1342","B-HA_1191_aligned_735_F_0_315_0"
"1343","B-PA_367_aligned_743_R_0_197_0"
"1344","B-NA_950_aligned_750_R_0_222_0"
"1345","B-PB2_30_aligned_758_F_0_352_0"
"1346","B-NP_488_aligned_764_F_0_201_0"
"1347","B-PB2_1273_aligned_772_R_0_227_0"
"1348","B-HA_746_aligned_779_R_0_205_0"
"1349","B-HA_302_aligned_788_R_0_281_0"
"1350","B-PB2_971_aligned_798_R_0_188_0"
"1351","B-NP_549_aligned_807_R_0_329_0"
"1352","B-PA_1315_aligned_814_R_0_339_0"
"1353","B-PA_1898_aligned_822_R_0_275_0"
"1354","B-PB2_686_aligned_834_F_0_187_0"
"1355","B-MP_195_aligned_842_R_0_152_0"
"1356","B-HA_994_aligned_848_R_0_246_0"
"1357","B-NP_430_aligned_856_F_0_265_0"
"1358","B-PA_661_aligned_866_F_0_192_0"
"1359","B-PA_1572_aligned_874_F_0_102_0"
"1360","B-HA_719_aligned_881_R_0_350_0"
"1361","B-PB1_865_aligned_889_F_0_221_0"
"1362","B-MP_456_aligned_900_F_0_209_0"
"1363","B-NA_872_aligned_907_R_0_196_0"
"1364","B-PA_1026_aligned_917_R_0_222_0"
"1365","B-NP_692_aligned_926_R_0_337_0"
"1366","B-NA_143_aligned_933_R_0_268_0"
"1367","B-HA_838_aligned_942_R_0_294_0"
"1368","B-NA_87_aligned_951_R_0_143_0"
"1369","B-PB2_696_aligned_958_F_0_260_0"
"1370","B-MP_889_aligned_967_R_0_212_0"
"1371","B-HA_1475_aligned_975_R_0_260_0"
"1372","B-PA_203_aligned_982_R_0_254_0"
"1373","B-NP_1010_aligned_989_F_0_222_0"
"1374","B-NS_660_aligned_1000_F_0_212_0"
"1375","B-MP_553_aligned_1008_F_0_271_0"
"1376","B-PB1_777_aligned_1017_F_0_174_0"
"1377","B-PB2_2081_aligned_1022_R_0_204_0"
"1378","B-PB1_1556_aligned_1029_F_0_321_0"
"1379","B-PB1_1031_aligned_1037_F_0_390_0"
"1380","B-PB2_241_aligned_1046_R_0_262_0"
"1381","B-PA_1470_aligned_1053_R_0_197_0"
"1382","B-NS_376_aligned_1062_R_0_316_0"
"1383","B-PB1_1914_aligned_1069_F_0_132_0"
"1384","B-PB2_1019_aligned_1078_R_0_202_0"
"1385","B-PB1_709_aligned_1086_F_0_348_0"
"1386","B-PB1_1787_aligned_1095_R_0_388_0"
"1387","B-NA_357_aligned_1101_R_0_375_0"
"1388","B-PB1_397_aligned_1111_F_0_230_0"
"1389","B-NA_616_aligned_1122_F_0_367_0"
"1390","B-PA_1045_aligned_1130_F_0_329_0"
"1391","B-NA_683_aligned_1138_R_0_294_0"
"1392","B-NA_930_aligned_1146_F_0_379_0"
"1393","B-NS_723_aligned_1154_R_0_280_0"
"1394","B-PB1_723_aligned_1162_R_0_135_0"
"1395","B-HA_499_aligned_1170_F_0_323_0"
"1396","B-PA_1619_aligned_1178_F_0_365_0"
"1397","B-NP_1237_aligned_1187_R_0_265_0"
"1398","B-NS_706_aligned_1195_F_0_233_0"
"1399","B-NS_202_aligned_1203_R_0_201_0"
"1400","B-HA_634_aligned_1211_R_0_262_0"
"1401","B-HA_962_aligned_1219_R_0_266_0"
"1402","B-PB1_388_aligned_1227_F_0_133_0"
"1403","B-MP_168_aligned_1235_R_0_139_0"
"1404","B-NP_901_aligned_1243_F_0_174_0"
"1405","B-PB1_1750_aligned_1251_R_0_217_0"
"1406","B-PB1_944_aligned_1259_R_0_192_0"
"1407","B-PB1_806_aligned_1267_F_0_245_0"
"1408","B-HA_486_aligned_1275_F_0_249_0"
"1409","B-HA_1499_aligned_1283_F_0_146_0"
"1410","B-NP_172_aligned_1291_F_0_256_0"
"1411","B-HA_1442_aligned_1299_R_0_267_0"
"1412","B-MP_279_aligned_1307_F_0_398_0"
"1413","B-HA_38_aligned_1315_R_0_386_0"
"1414","B-PB2_398_aligned_1323_F_0_351_0"
"1415","B-HA_1071_aligned_1331_R_0_209_0"
"1416","B-NA_511_aligned_1339_R_0_371_0"
"1417","B-PA_619_aligned_1347_F_0_288_0"
"1418","B-NA_413_aligned_1355_F_0_202_0"
"1419","B-PA_563_aligned_1363_F_0_218_0"
"1420","B-PA_940_aligned_1371_R_0_120_0"
"1421","B-MP_467_aligned_1379_F_0_155_0"
"1422","B-NA_219_aligned_1386_F_0_184_0"
"1423","B-NS_540_aligned_1394_F_0_282_0"
"1424","B-PB2_1259_aligned_1403_F_0_384_0"
"1425","B-HA_505_aligned_1411_R_0_266_0"
"1426","B-NA_758_aligned_1420_F_0_395_0"
"1427","B-PA_1112_aligned_1428_F_0_364_0"
"1428","B-PB1_298_aligned_1434_F_0_146_0"
"1429","B-PA_939_aligned_1441_F_0_211_0"
"1430","B-HA_793_aligned_1449_R_0_208_0"
"1431","B-NP_939_aligned_1457_R_0_174_0"
"1432","B-NS_774_aligned_1465_R_0_161_0"
"1433","B-PA_1729_aligned_1473_F_0_157_0"
"1434","B-PA_1349_aligned_1482_R_0_321_0"
"1435","B-PA_426_aligned_1490_F_0_226_0"
"1436","B-PA_1084_aligned_1497_F_0_137_0"
"1437","B-NA_968_aligned_1505_F_0_350_0"
"1438","B-PB1_835_aligned_1514_F_0_168_0"
"1439","B-PB1_1358_aligned_1521_F_0_148_0"
"1440","B-NA_437_aligned_1529_R_0_322_0"
"1441","B-PB1_667_aligned_1537_R_0_163_0"
"1442","B-PB2_1243_aligned_1545_F_0_131_0"
"1443","B-NA_1019_aligned_1553_F_0_343_0"
"1444","B-PB2_454_aligned_1561_F_0_219_0"
"1445","B-NS_457_aligned_1569_R_0_106_0"
"1446","B-PB2_964_aligned_1577_R_0_399_0"
"1447","B-PB1_711_aligned_1585_F_0_377_0"
"1448","B-NA_625_aligned_1593_F_0_100_0"
"1449","B-PA_1916_aligned_1601_R_0_245_0"
"1450","B-NP_290_aligned_1609_R_0_323_0"
"1451","B-HA_695_aligned_1616_R_0_149_0"
"1452","B-MP_881_aligned_1625_F_0_225_0"
"1453","B-PB1_1216_aligned_1633_F_0_265_0"
"1454","B-PB1_1050_aligned_1642_R_0_346_0"
"1455","B-NA_286_aligned_1651_F_0_391_0"
"1456","B-MP_68_aligned_1659_F_0_144_0"
"1457","B-PA_740_aligned_1667_F_0_249_0"
"1458","B-HA_338_aligned_1674_F_0_122_0"
"1459","B-NP_1120_aligned_1681_R_0_382_0"
"1460","B-PB1_1164_aligned_1689_R_0_102_0"
"1461","B-PB2_445_aligned_1694_R_0_158_0"
"1462","B-PB1_1570_aligned_1700_R_0_218_0"
"1463","B-NA_173_aligned_1708_F_0_364_0"
"1464","B-NP_877_aligned_1718_F_0_277_0"
"1465","B-NP_813_aligned_1728_F_0_190_0"
"1466","B-NA_993_aligned_1737_R_0_311_0"
"1467","B-NA_994_aligned_1746_R_0_378_0"
"1468","B-PB2_1410_aligned_1753_F_0_91_0"
"1469","B-HA_992_aligned_1760_F_0_367_0"
"1470","B-HA_1355_aligned_1771_R_0_275_0"
"1471","B-HA_642_aligned_1779_F_0_268_0"
"1472","B-NA_74_aligned_1787_R_0_395_0"
"1473","B-NP_1249_aligned_1795_F_0_276_0"
"1474","B-HA_993_aligned_1801_F_0_404_0"
"1475","B-NP_848_aligned_1810_F_0_384_0"
"1476","B-PB1_1865_aligned_1815_F_0_307_0"
"1477","B-PB1_370_aligned_1822_R_0_324_0"
"1478","B-HA_1190_aligned_1831_F_0_281_0"
"1479","B-PA_263_aligned_1839_F_0_278_0"
"1480","B-MP_950_aligned_1847_R_0_173_0"
"1481","B-PB2_143_aligned_1854_F_0_245_0"
"1482","B-PB2_1035_aligned_1860_R_0_205_0"
"1483","B-PB1_1705_aligned_1865_R_0_180_0"
"1484","B-PB1_1792_aligned_1872_F_0_196_0"
"1485","B-PA_1137_aligned_1885_F_0_325_0"
"1486","B-NP_915_aligned_1892_R_0_285_0"
"1487","B-NA_997_aligned_1900_F_0_278_0"
"1488","B-MP_356_aligned_1911_R_0_187_0"
"1489","B-HA_1030_aligned_1919_R_0_171_0"
"1490","B-PB2_1350_aligned_1923_R_0_339_0"
"1491","B-PA_1761_aligned_1931_F_0_391_0"
"1492","B-HA_536_aligned_1939_F_0_311_0"
"1493","B-PA_722_aligned_1951_R_0_321_0"
"1494","B-PB2_1430_aligned_1960_R_0_214_0"
"1495","B-HA_1210_aligned_1970_F_0_304_0"
"1496","B-PA_1979_aligned_1978_F_0_200_0"
"1497","B-PA_794_aligned_1985_R_0_239_0"
"1498","B-PB2_985_aligned_1991_F_0_196_0"
"1499","B-PB1_225_aligned_1996_F_0_176_0"
"1500","B-HA_645_aligned_1999_F_0_224_0"
"1501","B-HA_494_aligned_6_R_0_177_0"
"1502","B-NP_1008_aligned_14_F_0_218_0"
"1503","B-PB2_1845_aligned_22_R_0_151_0"
"1504","B-PB2_1780_aligned_30_R_0_255_0"
"1505","B-PA_1527_aligned_38_R_0_329_0"
"1506","B-PA_228_aligned_45_R_0_110_0"
"1507","B-NP_69_aligned_53_R_0_370_0"
"1508","B-PA_727_aligned_61_F_0_202_0"
"1509","B-NS_339_aligned_69_R_0_257_0"
"1510","B-MP_668_aligned_77_F_0_286_0"
"1511","B-NA_1138_aligned_85_F_0_212_0"
"1512","B-NA_105_aligned_93_F_0_101_0"
"1513","B-NA_435_aligned_101_R_0_280_0"
"1514","B-PB1_217_aligned_109_F_0_311_0"
"1515","B-PB1_1849_aligned_117_F_0_157_0"
"1516","B-HA_825_aligned_125_F_0_260_0"
"1517","B-NS_7_aligned_133_F_0_134_0"
"1518","B-NS_568_aligned_141_R_0_256_0"
"1519","B-MP_179_aligned_149_R_0_253_0"
"1520","B-NA_774_aligned_157_F_0_367_0"
"1521","B-PB1_1976_aligned_164_R_0_106_0"
"1522","B-PB1_1193_aligned_172_R_0_75_0"
"1523","B-HA_1334_aligned_179_F_0_179_0"
"1524","B-PB2_1613_aligned_189_R_0_290_0"
"1525","B-PB2_998_aligned_201_F_0_389_0"
"1526","B-HA_414_aligned_210_F_0_324_0"
"1527","B-MP_207_aligned_217_F_0_139_0"
"1528","B-PB1_620_aligned_225_F_0_292_0"
"1529","B-PB2_1451_aligned_233_F_0_269_0"
"1530","B-NA_821_aligned_241_F_0_360_0"
"1531","B-MP_326_aligned_248_R_0_312_0"
"1532","B-NA_364_aligned_256_F_0_390_0"
"1533","B-PB1_895_aligned_267_F_0_241_0"
"1534","B-PA_481_aligned_275_F_0_178_0"
"1535","B-HA_360_aligned_281_R_0_134_0"
"1536","B-PB2_946_aligned_288_F_0_275_0"
"1537","B-PA_1797_aligned_298_F_0_272_0"
"1538","B-PB2_1591_aligned_307_F_0_330_0"
"1539","B-PB2_1390_aligned_315_R_0_391_0"
"1540","B-PA_1183_aligned_323_R_0_141_0"
"1541","B-PA_1908_aligned_331_F_0_179_0"
"1542","B-HA_529_aligned_339_R_0_311_0"
"1543","B-PB1_599_aligned_347_R_0_269_0"
"1544","B-PB1_61_aligned_355_R_0_317_0"
"1545","B-PB1_780_aligned_363_R_0_201_0"
"1546","B-PA_1265_aligned_371_F_0_132_0"
"1547","B-PA_516_aligned_379_R_0_376_0"
"1548","B-PB2_1758_aligned_387_R_0_203_0"
"1549","B-PA_1647_aligned_393_R_0_368_0"
"1550","B-PB1_809_aligned_401_F_0_337_0"
"1551","B-HA_939_aligned_408_R_0_236_0"
"1552","B-PA_1741_aligned_417_R_0_380_0"
"1553","B-PB2_1191_aligned_422_F_0_212_0"
"1554","B-PB2_616_aligned_430_R_0_313_0"
"1555","B-HA_717_aligned_437_F_0_294_0"
"1556","B-PB1_1944_aligned_444_F_0_307_0"
"1557","B-MP_460_aligned_454_R_0_363_0"
"1558","B-HA_1356_aligned_464_R_0_172_0"
"1559","B-PA_1483_aligned_471_R_0_374_0"
"1560","B-NS_37_aligned_482_F_0_405_0"
"1561","B-PA_1180_aligned_490_F_0_246_0"
"1562","B-PB2_590_aligned_499_R_0_390_0"
"1563","B-HA_14_aligned_506_F_0_276_0"
"1564","B-PA_21_aligned_513_F_0_187_0"
"1565","B-NA_533_aligned_522_R_0_368_0"
"1566","B-NS_258_aligned_529_R_0_198_0"
"1567","B-NA_971_aligned_537_R_0_243_0"
"1568","B-PA_583_aligned_543_F_0_166_0"
"1569","B-NP_368_aligned_551_R_0_332_0"
"1570","B-PB1_945_aligned_559_R_0_236_0"
"1571","B-PB2_68_aligned_568_R_0_353_0"
"1572","B-NP_129_aligned_576_F_0_375_0"
"1573","B-PA_453_aligned_585_R_0_267_0"
"1574","B-NP_57_aligned_593_F_0_195_0"
"1575","B-PB2_223_aligned_601_R_0_389_0"
"1576","B-PB2_1541_aligned_609_R_0_305_0"
"1577","B-HA_1033_aligned_615_R_0_380_0"
"1578","B-NP_120_aligned_623_F_0_299_0"
"1579","B-PB1_1216_aligned_631_R_0_196_0"
"1580","B-NP_293_aligned_638_F_0_196_0"
